59.3179 353.71 6.03881
54.761 353.446 2.56939
50.1996 353.326 1.67357
45.6375 353.378 1.4987
59.3179 348.774 8.23876
54.761 348.51 2.62904
50.1996 348.39 1.40031
45.6375 348.442 1.14549
59.3179 343.732 14.6173
54.761 343.468 4.932
50.1996 343.348 1.90136
45.6375 343.4 1.38441
59.3179 338.965 13.7811
54.761 338.701 8.93342
50.1996 338.581 2.64935
45.6375 338.632 1.52799
59.3179 333.884 8.98281
54.761 333.62 13.1417
50.1996 333.5 5.01675
45.6375 333.552 1.96594
59.3179 328.802 5.18282
54.761 328.538 14.8869
50.1996 328.418 11.3331
45.6375 328.47 4.39287
59.3179 323.739 3.13366
54.761 323.475 9.88921
50.1996 323.355 14.9755
45.6375 323.407 8.80534
59.3179 318.709 3.18759
54.761 318.445 7.23454
50.1996 318.325 14.7201
45.6375 318.377 15.3274
59.3179 313.908 2.72304
54.761 313.644 4.94722
50.1996 313.524 8.70706
45.6375 313.576 12.9873
59.3179 308.878 2.09116
54.761 308.614 3.87959
50.1996 308.494 6.76177
45.6375 308.546 10.1056
59.3179 303.782 1.30684
54.761 303.518 1.79485
50.1996 303.398 3.6979
45.6375 303.45 6.47874
59.3179 298.737 1.15478
54.761 298.473 1.20155
50.1996 298.353 1.74936
45.6375 298.404 4.22208
59.3179 293.699 1.0569
54.761 293.435 1.09146
50.1996 293.315 1.0846
45.6375 293.367 1.91702
59.3179 288.942 1.88003
54.761 288.678 1.21611
50.1996 288.558 1.3127
45.6375 288.61 1.51892
59.3179 283.875 1.07242
54.761 283.61 1.11311
50.1996 283.49 1.06771
45.6375 283.542 1.17039
59.3179 278.794 1.33095
54.761 278.53 1.42037
50.1996 278.41 1.07234
45.6375 278.462 1.27296
59.3179 273.671 1.8672
54.761 273.406 1.43977
50.1996 273.286 1.43037
45.6375 273.338 1.25558
59.3179 268.881 1.5865
54.761 268.617 1.37223
50.1996 268.497 1.28141
45.6375 268.549 1.22507
59.3179 263.802 1.46871
54.761 263.538 1.70658
50.1996 263.418 2.59572
45.6375 263.47 1.41543
59.3179 258.991 1.17263
54.761 258.727 2.43355
50.1996 258.607 0.958203
45.6375 258.659 1.1764
59.3179 253.893 1.25027
54.761 253.629 1.33743
50.1996 253.509 1.13469
45.6375 253.561 1.30146
59.3179 248.854 1.27404
54.761 248.59 1.39554
50.1996 248.47 1.28652
45.6375 248.522 1.29217
59.3179 243.776 1.11242
54.761 243.512 1.2321
50.1996 243.392 1.11715
45.6375 243.444 1.73252
59.3179 238.67 1.1568
54.761 238.406 1.18886
50.1996 238.286 1.5326
45.6375 238.338 4.10547
59.3179 233.838 1.17997
54.761 233.574 1.46346
50.1996 233.454 3.3994
45.6375 233.506 6.5762
59.3179 228.793 1.70518
54.761 228.528 3.47755
50.1996 228.408 6.90421
45.6375 228.46 10.8763
59.3179 223.711 2.73334
54.761 223.447 5.4077
50.1996 223.327 10.081
45.6375 223.379 13.8556
59.3179 218.935 2.70182
54.761 218.671 5.90356
50.1996 218.551 11.5434
45.6375 218.603 11.6667
59.3179 213.831 3.47555
54.761 213.567 10.066
50.1996 213.447 14.6287
45.6375 213.499 8.80758
59.3179 208.708 4.16819
54.761 208.444 12.5177
50.1996 208.324 9.02922
45.6375 208.376 3.91181
59.3179 203.652 6.99687
54.761 203.388 12.4866
50.1996 203.268 5.17934
45.6375 203.319 2.11933
59.3179 198.877 12.1418
54.761 198.613 9.90179
50.1996 198.493 2.9913
45.6375 198.545 1.60373
59.3179 193.856 12.9482
54.761 193.592 5.01601
50.1996 193.472 1.76542
45.6375 193.524 1.29488
59.3179 188.766 10.7337
54.761 188.501 3.20783
50.1996 188.381 1.56207
45.6375 188.433 1.40389
59.3179 183.956 5.13457
54.761 183.691 2.00059
50.1996 183.572 1.1466
45.6375 183.623 1.02471
59.3179 178.884 4.39158
54.761 178.62 2.02081
50.1996 178.5 1.348
45.6375 178.552 1.20061
59.3179 173.83 4.75362
54.761 173.566 2.12128
50.1996 173.446 1.41259
45.6375 173.498 1.43538
59.3179 168.757 7.04825
54.761 168.493 2.52317
50.1996 168.373 1.31511
45.6375 168.425 1.1944
59.3179 163.678 12.0782
54.761 163.414 4.26038
50.1996 163.294 1.7677
45.6375 163.346 1.25985
59.3179 158.922 12.7923
54.761 158.658 6.63556
50.1996 158.538 2.06373
45.6375 158.589 1.24225
59.3179 153.876 11.8147
54.761 153.612 11.0171
50.1996 153.492 3.83551
45.6375 153.544 1.73098
59.3179 148.794 7.23507
54.761 148.529 11.4164
50.1996 148.409 6.1017
45.6375 148.461 2.39761
59.3179 143.775 5.3727
54.761 143.511 11.6918
50.1996 143.391 10.6773
45.6375 143.443 5.04222
59.3179 138.973 4.22425
54.761 138.709 9.30553
50.1996 138.589 13.0616
45.6375 138.641 9.06737
59.3179 133.935 3.56065
54.761 133.671 6.85106
50.1996 133.551 11.7559
45.6375 133.603 12.6112
59.3179 128.823 2.6852
54.761 128.559 4.99625
50.1996 128.439 8.13587
45.6375 128.491 12.9242
59.3179 123.735 1.65665
54.761 123.471 3.0982
50.1996 123.351 5.74915
45.6375 123.402 10.135
59.3179 118.932 1.15512
54.761 118.668 1.38726
50.1996 118.548 2.82899
45.6375 118.6 5.89942
59.3179 113.852 1.21665
54.761 113.588 1.17831
50.1996 113.468 1.55637
45.6375 113.52 4.15892
59.3179 108.788 1.19433
54.761 108.524 1.21481
50.1996 108.404 1.19301
45.6375 108.455 2.44302
59.3179 103.83 1.21705
54.761 103.566 1.82307
50.1996 103.446 1.07789
45.6375 103.497 1.54711
59.3179 98.7982 1.8866
54.761 98.534 2.1875
50.1996 98.414 1.10553
45.6375 98.466 1.35437
59.3179 93.7523 1.95035
54.761 93.4881 1.5962
50.1996 93.3681 1.302
45.6375 93.4201 1.43106
59.3179 88.8163 1.42219
54.761 88.5521 1.14154
50.1996 88.4321 1.16782
45.6375 88.484 1.29585
59.3179 83.9191 1.31055
54.761 83.6549 1.54889
50.1996 83.5349 1.27678
45.6375 83.5868 1.29473
59.3179 78.8729 1.69002
54.761 78.6087 1.23615
50.1996 78.4887 1.27876
45.6375 78.5407 1.40854
59.3179 73.8607 1.16353
54.761 73.5965 1.0707
50.1996 73.4765 0.979478
45.6375 73.5285 1.43365
59.3179 68.818 2.05901
54.761 68.5538 1.30564
50.1996 68.4338 1.19578
45.6375 68.4857 2.26221
59.3179 63.7374 1.07992
54.761 63.4732 1.16398
50.1996 63.3532 1.30022
45.6375 63.4052 3.67193
59.3179 58.7025 1.1121
54.761 58.4383 1.24386
50.1996 58.3183 2.83748
45.6375 58.3703 6.2942
59.3179 53.7011 1.30707
54.761 53.4369 2.58765
50.1996 53.3169 5.43337
45.6375 53.3688 9.37458
59.3179 48.9269 2.12497
54.761 48.6627 4.56554
50.1996 48.5427 7.84869
45.6375 48.5946 12.3582
59.3179 43.8693 3.08301
54.761 43.6051 6.29033
50.1996 43.4851 10.9694
45.6375 43.537 12.8547
59.3179 38.797 4.11457
54.761 38.5328 9.66986
50.1996 38.4128 14.5948
45.6375 38.4647 11.2619
59.3179 33.7067 4.67667
54.761 33.4425 11.3844
50.1996 33.3225 12.0475
45.6375 33.3744 5.89534
59.3179 28.6627 7.07691
54.761 28.3985 12.6926
50.1996 28.2785 6.89537
45.6375 28.3305 2.68698
59.3179 23.9464 11.8378
54.761 23.6822 11.057
50.1996 23.5622 3.7038
45.6375 23.6142 1.7229
59.3179 18.9203 14.2179
54.761 18.6561 6.76401
50.1996 18.5361 2.20551
45.6375 18.588 1.41634
