59.3179 13.7982 10.5382
54.761 13.534 3.49114
50.1996 13.414 1.47992
45.6375 13.466 1.16247
59.3179 8.70082 7.43275
54.761 8.43661 2.57945
50.1996 8.31663 1.37933
45.6375 8.36855 1.25292
59.3179 3.95497 4.55221
54.761 3.69076 1.95871
50.1996 3.57078 1.22433
45.6375 3.6227 1.17553
59.3179 358.86 4.17206
54.761 358.596 1.94296
50.1996 358.476 1.36121
45.6375 358.528 1.32405
